age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name,industry
44,0,,,SUBS_2552,,,17.329997799692183,Male,,118.00000021610565,58.68999944627432,,,,,,Debit Card,,,,East,,,,,2.0000007418589294,,30,,,,,Subscription
50,0,,,SUBS_4290,,,16.88000138367206,Male,,74.99999955455313,56.17000041155599,,,,,,Credit Card,,,,West,6.999999913839832,,,,1.0000009708030446,,38,,,,,Subscription
38,0,,,SUBS_847,,,13.58000008108998,Female,,86.00000101606662,43.219999712801986,,,,,,Credit Card,,,,West,4.999999892738492,,,,3.9999992739707073,,29,,,,,Subscription
23,1,,,SUBS_2763,,,8.710000699565878,Male,,200.99999845985775,40.07000053029991,,,,,,Debit Card,,,,South,1.0000000385714336,,,,2.0000001079339165,,52,,,,,Subscription
29,1,,,SUBS_1142,,,17.889999581597014,Male,,31.99999951695672,41.45000212294635,,,,,,Credit Card,,,,East,1.999998751964212,,,,6.224160181948207e-08,,23,,,,,Subscription
69,1,,,SUBS_1811,,,13.700000109104556,Male,,321.999999620029,39.31999979705634,,,,,,PayPal,,,,North,2.999999442443514,,,,2.000000886124379,,25,,,,,Subscription
45,1,,,SUBS_724,,,15.559997622768535,Female,,342.000001303176,61.95000152848246,,,,,,Debit Card,,,,East,7.999999729478554,,,,1.0818571970008344e-06,,49,,,,,Subscription
38,1,,,SUBS_225,,,7.890001988256789,Female,,160.0000015882788,39.09000100430743,,,,,,Debit Card,,,,West,2.9999989038898462,,,,2.9999994947432187,,41,,,,,Subscription
33,0,,,SUBS_4628,,,9.989999472591725,Female,,23.000001215756004,36.31000097513285,,,,,,Credit Card,,,,East,3.9999998314048675,,,,0.9999993743210719,,11,,,,,Subscription
31,1,,,SUBS_4209,,,14.129999442315915,Male,,335.9999981364845,31.950000253261546,,,,,,Debit Card,,,,East,2.000000864377899,,,,1.999999756819217,,9,,,,,Subscription
28,1,,,SUBS_4655,,,10.180000308995217,Female,,214.00000083131815,45.14999972585116,,,,,,Debit Card,,,,North,3.000001369271189,,,,0.9999997475132589,,50,,,,,Subscription
68,1,,,SUBS_2049,,,6.599999073848226,Female,,111.00000022097832,28.58000005059452,,,,,,Credit Card,,,,East,0.999999907988798,,,,2.854000715255849e-07,,10,,,,,Subscription
69,0,,,SUBS_4750,,,6.42999960632559,Male,,198.0000005171207,45.530001990831124,,,,,,Credit Card,,,,North,6.000001772075461,,,,3.0000005578764264,,41,,,,,Subscription
27,1,,,SUBS_4416,,,11.860000991174504,Male,,341.9999980769559,47.12999858751357,,,,,,Debit Card,,,,East,3.999998728481945,,,,1.5345364959930803e-06,,42,,,,,Subscription
53,0,,,SUBS_1574,,,13.75999968745208,Female,,179.00000051283925,48.109999336080264,,,,,,PayPal,,,,South,9.000000594245293,,,,4.000000241790168,,12,,,,,Subscription
67,0,,,SUBS_1829,,,8.050001031143683,Female,,58.0000002382111,48.729999957207035,,,,,,Debit Card,,,,South,8.999999933918414,,,,2.9999986413360857,,20,,,,,Subscription
40,0,,,SUBS_1918,,,5.270000022033798,Male,,124.99999931432484,62.4599979418644,,,,,,PayPal,,,,North,9.999998807890305,,,,0.999998327702788,,51,,,,,Subscription
35,0,,,SUBS_4235,,,15.490000733254162,Male,,218.9999993023582,46.99000026460646,,,,,,Credit Card,,,,South,6.999999876634511,,,,3.99999965513416,,17,,,,,Subscription
42,1,,,SUBS_2027,,,5.75000119703893,Male,,76.00000143675224,24.549999243473025,,,,,,PayPal,,,,East,2.0000001225316906,,,,2.9999997504268987,,2,,,,,Subscription
27,0,,,SUBS_3745,,,14.619999840860824,Female,,250.9999999326473,49.0900014339648,,,,,,Credit Card,,,,West,7.999999732815692,,,,1.9999979465591977,,16,,,,,Subscription
35,1,,,SUBS_902,,,17.03000100954081,Female,,265.9999991658806,47.46000128689351,,,,,,PayPal,,,,South,1.9999996097989083,,,,2.0000006827434884,,49,,,,,Subscription
25,0,,,SUBS_4786,,,7.539998340721487,Male,,229.00000040502675,45.22999921462292,,,,,,Debit Card,,,,South,4.999999404461833,,,,0.9999994023035185,,29,,,,,Subscription
61,0,,,SUBS_2040,,,11.829997491194211,Male,,111.99999981744851,55.600000405424915,,,,,,Debit Card,,,,West,5.9999984285961085,,,,1.0000000646943201,,58,,,,,Subscription
33,0,,,SUBS_10,,,18.150000570581838,Female,,152.9999991499971,43.79000012922845,,,,,,PayPal,,,,East,5.999999404873737,,,,1.99999971123249,,5,,,,,Subscription
60,0,,,SUBS_261,,,14.420002068418475,Female,,4.999998795073371,39.91999855165242,,,,,,Debit Card,,,,East,5.000000242265988,,,,-8.532242321175078e-07,,4,,,,,Subscription
33,1,,,SUBS_1674,,,7.940001395141292,Female,,175.99999819247694,32.49000106183476,,,,,,Debit Card,,,,South,,,,,5.000002539325952,,43,,,,,Subscription
36,1,,,SUBS_2220,,,15.06999740305167,Male,,319.9999983872144,53.209999357085096,,,,,,Debit Card,,,,North,7.000001025215241,,,,1.0000017427863703,,34,,,,,Subscription
53,0,,,SUBS_2061,,,12.219998624849852,Female,,21.999999992191963,51.85999939648777,,,,,,Credit Card,,,,West,8.00000121269149,,,,1.0000028159978531,,26,,,,,Subscription
49,1,,,SUBS_3714,,,7.5299992151160895,Female,,292.0000006548025,27.939999913269162,,,,,,PayPal,,,,East,0.9999991702575332,,,,1.0000000509213716,,5,,,,,Subscription
57,0,,,SUBS_1620,,,19.520000098775512,Female,,284.99999956196086,69.99999998177033,,,,,,Debit Card,,,,West,10.00000000415297,,,,0.9999976983232601,,59,,,,,Subscription
67,1,,,SUBS_321,,,18.569997807612303,Male,,311.0000005953456,44.81999973596355,,,,,,PayPal,,,,East,6.999999615587814,,,,1.9999992970034821,,5,,,,,Subscription
45,0,,,SUBS_1343,,,13.689999473995476,Male,,41.99999985638065,38.32999767412707,,,,,,PayPal,,,,South,3.999999761479531,,,,2.0000011976609877,,15,,,,,Subscription
60,0,,,SUBS_2377,,,13.59000008829033,Male,,233.0000001360403,50.020000663778326,,,,,,Debit Card,,,,East,9.00000031785579,,,,3.000000170104649,,13,,,,,Subscription
51,1,,,SUBS_2833,,,8.989998974368659,Male,,358.99999924898253,52.540000253663635,,,,,,PayPal,,,,South,7.000001220492694,,,,1.0000000078174038,,40,,,,,Subscription
27,0,,,SUBS_2825,,,12.720000661234746,Female,,67.99999970940213,40.569998442583575,,,,,,PayPal,,,,West,6.999999820915044,,,,2.9999998013758806,,4,,,,,Subscription
42,0,,,SUBS_1995,,,5.459999763440368,Female,,105.0000014180488,63.440000193074596,,,,,,Debit Card,,,,West,10.000000148609294,,,,1.9999995650781008,,56,,,,,Subscription
70,0,,,SUBS_2959,,,18.090000242931286,Female,,107.00000184273622,43.99000205361256,,,,,,PayPal,,,,West,5.999998558115475,,,,1.9999980876220564,,6,,,,,Subscription
30,1,,,SUBS_2039,,,7.009999429803343,Male,,23.999998772298362,29.090000065893012,,,,,,Debit Card,,,,North,1.000000086412363,,,,1.9999985359474577,,17,,,,,Subscription
28,1,,,SUBS_3491,,,14.6099995610585,Female,,267.0000008978437,42.129999079518925,,,,,,Debit Card,,,,West,3.0000000211851523,,,,0.9999999310792335,,33,,,,,Subscription
25,0,,,SUBS_3678,,,8.970000511428132,Female,,6.000000870660997,48.43000059726462,,,,,,Credit Card,,,,West,3.9999991458423927,,,,0.9999974544430504,,48,,,,,Subscription
42,0,,,SUBS_1119,,,17.19000051136219,Female,,88.0000013761676,45.20000085056974,,,,,,Credit Card,,,,South,4.999999607795667,,,,0.9999998603233191,,18,,,,,Subscription
33,1,,,SUBS_1605,,,12.92000051882825,Male,,291.9999997370895,47.810000987355465,,,,,,PayPal,,,,North,2.9999996395357322,,,,0.99999992985923,,54,,,,,Subscription
67,1,,,SUBS_4028,,,18.89999989594549,Female,,213.00000117324538,46.54999910959702,,,,,,PayPal,,,,North,2.0000003589455524,,,,2.000001126624681,,55,,,,,Subscription
24,0,,,SUBS_236,,,16.09000082169627,Male,,274.00000094226766,51.99000080428588,,,,,,Debit Card,,,,South,9.999998690123961,,,,0.9999989424862067,,1,,,,,Subscription
42,1,,,SUBS_1970,,,8.009999826492297,Female,,98.0000011293064,39.65000063310603,,,,,,Debit Card,,,,North,1.0000007526482564,,,,1.0000009213678749,,47,,,,,Subscription
37,0,,,SUBS_4430,,,11.830001364793288,Female,,159.00000127911946,52.45999986460862,,,,,,Credit Card,,,,East,7.999998722894824,,,,1.9999995380263338,,29,,,,,Subscription
60,0,,,SUBS_1909,,,10.720001730661492,Female,,124.99999973613279,40.280000950549386,,,,,,Debit Card,,,,East,7.0000001549950435,,,,4.000000662555911,,6,,,,,Subscription
23,1,,,SUBS_376,,,17.970000444725567,Female,,256.99999864342266,36.03999930435407,,,,,,Credit Card,,,,South,2.0000014970486935,,,,0.9999997452164899,,13,,,,,Subscription
21,1,,,SUBS_3531,,,5.649999992541301,Female,,344.0000030729508,29.070002003084998,,,,,,Debit Card,,,,North,2.0000010813356175,,,,0.9999989311897897,,5,,,,,Subscription
52,1,,,SUBS_2636,,,19.709999728875708,Male,,355.00000084296954,50.39999998065745,,,,,,PayPal,,,,North,1.0000020719942864,,,,-9.115065118159068e-07,,58,,,,,Subscription
54,1,,,SUBS_1571,,,14.020000040002259,Female,,61.999999858342946,30.159998191401215,,,,,,PayPal,,,,South,2.0000004513852194,,,,3.999999569442017,,10,,,,,Subscription
47,0,,,SUBS_2561,,,19.920000559924652,Male,,2.0000007229166314,60.39000045498798,,,,,,PayPal,,,,West,9.00000038535322,,,,3.999999849937729,,38,,,,,Subscription
63,0,,,SUBS_3392,,,8.170000542174835,Male,,143.99999860752783,55.9300008659794,,,,,,Debit Card,,,,South,7.9999997608919395,,,,2.999999876450128,,53,,,,,Subscription
40,1,,,SUBS_2966,,,5.199998886916776,Male,,361.0000002720037,57.05999968190381,,,,,,Credit Card,,,,North,8.999999176249442,,,,4.000001713850795,,54,,,,,Subscription
23,1,,,SUBS_3644,,,13.489998948136027,Male,,212.99999804447037,31.530001132883207,,,,,,PayPal,,,,West,0.9999984781166789,,,,3.0000003975172174,,24,,,,,Subscription
26,0,,,SUBS_3851,,,10.239999336088674,Male,,262.0000005094716,48.29000034885513,,,,,,Debit Card,,,,North,4.999998565846,,,,3.000000582389771,,43,,,,,Subscription
53,1,,,SUBS_873,,,15.629999878861035,Female,,341.0000001128957,55.789999724839,,,,,,Credit Card,,,,South,5.999999580175835,,,,2.000000975888565,,46,,,,,Subscription
59,0,,,SUBS_1253,,,13.71999953732662,Female,,43.00000053310256,43.48999940248823,,,,,,Credit Card,,,,South,5.999999658063426,,,,2.9999997775462286,,19,,,,,Subscription
52,1,,,SUBS_1315,,,15.309998247233725,Female,,323.9999984081139,54.63999959134271,,,,,,Credit Card,,,,South,,,,,0.9999998487609111,,54,,,,,Subscription
21,0,,,SUBS_4821,,,18.060001706965778,Female,,104.00000041231796,54.63999910282295,,,,,,PayPal,,,,South,7.000000859655711,,,,2.9999987346927015,,37,,,,,Subscription
64,0,,,SUBS_2899,,,19.72999823572435,Female,,17.999999292571786,42.180000309531344,,,,,,PayPal,,,,West,4.999998773987226,,,,3.0000002750160966,,15,,,,,Subscription
36,0,,,SUBS_78,,,9.729999121774876,Female,,223.00000034268697,55.25000017011005,,,,,,Credit Card,,,,North,,,,,1.3873753865270698e-06,,20,,,,,Subscription
25,1,,,SUBS_2622,,,16.299999556166743,Female,,308.00000011997014,67.57999983319792,,,,,,Debit Card,,,,South,10.000001873160436,,,,2.0000008667609643,,57,,,,,Subscription
24,1,,,SUBS_4228,,,5.350000211046371,Male,,341.0000014587013,39.04000091546188,,,,,,Credit Card,,,,South,1.0000009586342624,,,,1.0000003031953777,,57,,,,,Subscription
26,0,,,SUBS_601,,,9.649999597051837,Female,,248.00000021309407,50.49999903025089,,,,,,Credit Card,,,,East,8.999998477461453,,,,0.9999992722850165,,13,,,,,Subscription
62,1,,,SUBS_1066,,,18.310000707156146,Female,,166.99999918426312,45.370000720829786,,,,,,PayPal,,,,North,1.9999992350053222,,,,3.0000004131783236,,50,,,,,Subscription
55,0,,,SUBS_2137,,,14.189999722652136,Male,,95.99999844264437,35.23999997061752,,,,,,Debit Card,,,,West,6.00000058074784,,,,4.000000304474132,,2,,,,,Subscription
57,0,,,SUBS_2450,,,16.680000903535834,Female,,137.99999837357296,47.39000190122394,,,,,,Debit Card,,,,South,3.9999988810734415,,,,-8.899130809402244e-07,,30,,,,,Subscription
23,0,,,SUBS_2344,,,17.99999906451695,Female,,6.000001541202884,48.30000054307606,,,,,,Debit Card,,,,North,4.999998344674679,,,,3.9999996441920636,,39,,,,,Subscription
56,1,,,SUBS_1864,,,14.479999630946468,Male,,362.99999741494713,40.949999310648145,,,,,,PayPal,,,,West,4.000000112368374,,,,1.9999999182268648,,27,,,,,Subscription
32,0,,,SUBS_1319,,,17.62000031670789,Female,,251.0000002147662,54.440000084384025,,,,,,Debit Card,,,,North,9.999999886434143,,,,0.9999980356716118,,3,,,,,Subscription
42,0,,,SUBS_4712,,,8.219998796846106,Male,,147.9999999612661,62.60999975615459,,,,,,PayPal,,,,North,10.000000189837253,,,,1.9999993042315698,,51,,,,,Subscription
53,1,,,SUBS_3598,,,15.879999660353839,Female,,319.99999840467126,60.85000074517439,,,,,,PayPal,,,,West,9.999997350403891,,,,4.7206557784326134e-07,,32,,,,,Subscription
65,0,,,SUBS_3763,,,9.609999387948038,Female,,186.00000058658355,48.25999945132725,,,,,,Debit Card,,,,West,4.000000024832635,,,,3.9999999066264174,,56,,,,,Subscription
38,0,,,SUBS_4671,,,6.579998049649965,Female,,2.0000002118578393,43.8000006439212,,,,,,PayPal,,,,North,7.000001466148957,,,,2.9999995040653253,,16,,,,,Subscription
48,1,,,SUBS_2191,,,5.960001869489033,Male,,211.99999858687647,54.910000115273405,,,,,,Debit Card,,,,East,9.000000479857434,,,,4.999999366719378,,48,,,,,Subscription
67,0,,,SUBS_993,,,11.360000037323562,Male,,277.0000008898812,52.52000065371174,,,,,,Credit Card,,,,West,7.9999985893474355,,,,2.0000010925514244,,31,,,,,Subscription
60,0,,,SUBS_2713,,,13.189998991954687,Female,,129.99999803967015,53.59999994474758,,,,,,Credit Card,,,,East,8.99999996533108,,,,3.000000493831234,,30,,,,,Subscription
31,1,,,SUBS_2193,,,6.350000835493613,Male,,320.00000030938696,56.169998868194355,,,,,,Debit Card,,,,West,9.999999878933181,,,,1.0000002998997466,,28,,,,,Subscription
48,0,,,SUBS_1249,,,10.040000923981482,Female,,40.99999935382656,43.079998640677005,,,,,,Debit Card,,,,West,5.999998787160636,,,,0.999999329661114,,14,,,,,Subscription
56,0,,,SUBS_3055,,,11.36999899298037,Male,,197.00000114301886,46.05999837914401,,,,,,Debit Card,,,,South,5.999999887656785,,,,2.0000023920557344,,25,,,,,Subscription
20,1,,,SUBS_4599,,,13.139999667690548,Male,,27.00000091660667,39.6399991787056,,,,,,Credit Card,,,,South,0.9999999583105765,,,,2.0000002496042875,,42,,,,,Subscription
33,1,,,SUBS_4034,,,10.459999122617695,Male,,298.00000021822115,51.90000123814918,,,,,,Debit Card,,,,West,5.999998927948226,,,,5.000000586945898,,54,,,,,Subscription
51,0,,,SUBS_1998,,,16.829998878449203,Male,,68.00000125520666,43.88999890174179,,,,,,PayPal,,,,South,6.000000185575202,,,,1.0000003985191146,,2,,,,,Subscription
40,1,,,SUBS_4917,,,19.769998885733067,Female,,346.0000012148464,55.159999485341515,,,,,,Debit Card,,,,East,10.000001181559174,,,,1.000001065533895,,8,,,,,Subscription
43,1,,,SUBS_3688,,,16.280000981112867,Male,,303.9999993409074,65.96000158308445,,,,,,Debit Card,,,,North,8.999997931105396,,,,1.9999990418917313,,57,,,,,Subscription
59,1,,,SUBS_2152,,,15.820000196695968,Female,,120.99999969704514,57.32000025604595,,,,,,Credit Card,,,,North,8.999999414794823,,,,6.000000577803166,,47,,,,,Subscription
48,1,,,SUBS_4019,,,10.510000787745463,Male,,221.9999993580552,33.66999888724107,,,,,,Debit Card,,,,East,2.0000001797586244,,,,0.9999985235773424,,13,,,,,Subscription
53,0,,,SUBS_3111,,,18.199999410995744,Female,,70.99999793149715,47.090000035899266,,,,,,PayPal,,,,North,7.99999969785599,,,,3.999999211913705,,14,,,,,Subscription
25,1,,,SUBS_1971,,,6.089998543548206,Female,,269.99999981596704,46.87999976705413,,,,,,PayPal,,,,South,2.999999955343383,,,,0.9999991698740521,,57,,,,,Subscription
52,1,,,SUBS_198,,,6.779998623312686,Male,,300.00000042400075,29.040000262832198,,,,,,Credit Card,,,,North,2.0000015649671075,,,,0.9999989905779851,,4,,,,,Subscription
32,0,,,SUBS_2627,,,8.58000046042643,Male,,92.00000170021501,44.44000041555199,,,,,,Credit Card,,,,East,,,,,2.9999993347733964,,47,,,,,Subscription
50,0,,,SUBS_1203,,,5.360000483582001,Male,,14.000000033915104,45.53000100097836,,,,,,PayPal,,,,West,4.000000152732905,,,,2.0000009004243786,,47,,,,,Subscription
44,1,,,SUBS_2036,,,15.410001752013425,Male,,240.99999962212715,46.67000003415582,,,,,,PayPal,,,,East,2.999999396837,,,,2.0000006393839014,,43,,,,,Subscription
62,1,,,SUBS_478,,,5.289999242482406,Male,,80.99999938232884,37.54000046050461,,,,,,Credit Card,,,,West,5.000001045283411,,,,5.999999515165162,,30,,,,,Subscription
31,0,,,SUBS_1255,,,5.210000054015776,Male,,113.0000011382614,45.489999421638124,,,,,,PayPal,,,,East,7.999997740120259,,,,1.9999993192795766,,22,,,,,Subscription
37,1,,,SUBS_923,,,12.509999883788167,Female,,242.0000015489467,30.0799985632789,,,,,,Credit Card,,,,North,1.0000009989346186,,,,3.999999896399329,,27,,,,,Subscription
70,1,,,SUBS_420,,,10.18999890720255,Female,,335.0000004580969,41.620000225637824,,,,,,Debit Card,,,,North,5.999999637129625,,,,1.000001312703002,,9,,,,,Subscription
28,0,,,SUBS_2205,,,11.530002071321954,Female,,254.9999991278419,38.58999996709824,,,,,,Credit Card,,,,North,4.000000752855481,,,,3.0000008544710557,,18,,,,,Subscription
36,1,,,SUBS_2598,,,10.429999653081031,Female,,294.9999996035336,37.06999886538345,,,,,,Credit Card,,,,North,2.9999990954287576,,,,2.0000004995879035,,22,,,,,Subscription
37,1,,,SUBS_1121,,,14.809999288551575,Male,,161.9999977709926,55.01000120432047,,,,,,PayPal,,,,East,9.999999300053696,,,,8.000000905480809,,37,,,,,Subscription
43,1,,,SUBS_3069,,,8.370000182826647,Male,,311.999998843485,41.880001650022294,,,,,,PayPal,,,,East,,,,,2.000002029602777,,27,,,,,Subscription
56,0,,,SUBS_951,,,8.520000238189107,Female,,163.99999842889463,63.72000222684531,,,,,,Credit Card,,,,West,9.999999616072776,,,,-2.3608680663974704e-07,,46,,,,,Subscription
62,0,,,SUBS_2337,,,15.770002139115338,Male,,211.0000009755348,43.060000278543406,,,,,,Credit Card,,,,South,5.999999576864357,,,,1.0000001231331952,,4,,,,,Subscription
50,1,,,SUBS_2244,,,8.76000048510355,Male,,311.00000018824215,51.09000187726424,,,,,,Credit Card,,,,West,7.999998374417526,,,,2.0000009175057074,,34,,,,,Subscription
43,0,,,SUBS_2646,,,7.290000214128312,Female,,181.99999811107338,41.69000093818443,,,,,,PayPal,,,,West,6.999999725714408,,,,1.9999987413846259,,9,,,,,Subscription
43,0,,,SUBS_1858,,,9.230000416059747,Male,,37.99999890745046,53.009999179756676,,,,,,Debit Card,,,,West,9.000002279851621,,,,1.000000366602013,,27,,,,,Subscription
47,1,,,SUBS_4613,,,18.209999956265186,Female,,348.00000245099767,39.09000073530549,,,,,,Credit Card,,,,East,1.0000010556916754,,,,1.999998845170599,,33,,,,,Subscription
38,1,,,SUBS_1866,,,10.419999133135539,Female,,306.99999756473744,31.08999971532776,,,,,,Debit Card,,,,East,0.999999247446349,,,,1.9999997621647008,,14,,,,,Subscription
34,1,,,SUBS_2913,,,5.660001674939038,Male,,56.99999987487634,33.76999984182627,,,,,,PayPal,,,,West,1.0000010429379245,,,,1.0000005170084494,,32,,,,,Subscription
20,0,,,SUBS_2854,,,8.1799990496574,Male,,246.0000009465877,46.94000039350963,,,,,,Debit Card,,,,West,5.999999816186063,,,,3.0000004505259237,,30,,,,,Subscription
41,1,,,SUBS_4911,,,11.159998784516253,Female,,87.0000004345559,40.320000084346646,,,,,,Credit Card,,,,North,1.0000008353380037,,,,0.9999988576731467,,48,,,,,Subscription
25,0,,,SUBS_3229,,,15.279999190014376,Male,,112.00000113423197,47.92000026914744,,,,,,Credit Card,,,,West,5.999998963214435,,,,-1.997320039229599e-06,,21,,,,,Subscription
51,0,,,SUBS_3720,,,14.580000536616026,Male,,174.99999773815662,62.57000180763956,,,,,,Debit Card,,,,North,9.000001417075294,,,,3.999999689753598,,53,,,,,Subscription
20,0,,,SUBS_3229,,,15.279999438834844,Male,,112.00000104211253,47.92000039878989,,,,,,Credit Card,,,,West,6.000000405082156,,,,4.537617775371056e-07,,21,,,,,Subscription
35,1,,,SUBS_2372,,,13.959998618175012,Male,,341.0000003624801,31.500000788809405,,,,,,Debit Card,,,,East,2.0000015123990003,,,,0.9999994738078362,,2,,,,,Subscription
26,0,,,SUBS_2892,,,12.479999704900052,Female,,187.0000001380348,39.719998695660486,,,,,,Debit Card,,,,South,,,,,2.000000873648367,,21,,,,,Subscription
48,1,,,SUBS_3757,,,16.369999933762,Female,,177.99999814755307,39.44000076382003,,,,,,Debit Card,,,,West,7.00000252146835,,,,4.999998232942178,,3,,,,,Subscription
29,0,,,SUBS_4226,,,12.880000377090159,Female,,143.00000183706908,55.289998712661905,,,,,,Credit Card,,,,West,9.000000219558332,,,,0.9999990287977961,,22,,,,,Subscription
26,0,,,SUBS_95,,,14.90000131079293,Female,,225.0000004858,56.87999852780054,,,,,,Debit Card,,,,West,6.99999897859216,,,,4.000000548840828,,53,,,,,Subscription
20,1,,,SUBS_2675,,,18.539999682486453,Female,,136.00000064109398,39.91000108742408,,,,,,PayPal,,,,West,3.0000000170217835,,,,3.000000666558655,,20,,,,,Subscription
52,1,,,SUBS_1956,,,8.399998738836956,Male,,306.99999869783824,48.839999685215545,,,,,,Credit Card,,,,West,9.999999859743369,,,,3.0000001628439352,,15,,,,,Subscription
29,1,,,SUBS_794,,,13.229998208915282,Female,,326.99999945791893,34.90000030649952,,,,,,Credit Card,,,,South,1.0000030471060448,,,,1.9999993632197002,,24,,,,,Subscription
20,1,,,SUBS_1835,,,17.550002513876553,Female,,249.0000001220994,37.29999922117526,,,,,,Credit Card,,,,West,3.000000763013897,,,,4.000000206111336,,21,,,,,Subscription
66,0,,,SUBS_2117,,,7.560000910286714,Male,,45.000002575278344,42.58000048183683,,,,,,PayPal,,,,West,3.9999993500222466,,,,1.0000001861240586,,33,,,,,Subscription
47,0,,,SUBS_4107,,,17.099998679393416,Female,,24.999999827684984,59.88000034844689,,,,,,Debit Card,,,,West,6.000001416741769,,,,1.0000002798714265,,57,,,,,Subscription
63,0,,,SUBS_3326,,,16.229999400204946,Male,,291.9999994484981,46.64999909182165,,,,,,Credit Card,,,,South,4.0000006572981865,,,,1.9999991859339026,,33,,,,,Subscription
57,1,,,SUBS_2920,,,10.729998473293232,Male,,315.0000008499411,42.57000099466861,,,,,,Credit Card,,,,West,3.9999997238732803,,,,1.00000042843136,,28,,,,,Subscription
51,1,,,SUBS_2598,,,10.429999781047782,Female,,295.0000002314508,37.07000077185692,,,,,,Credit Card,,,,North,3.000001004629155,,,,2.0000006782582753,,22,,,,,Subscription
27,1,,,SUBS_3206,,,19.469999043079877,Female,,308.9999984145175,43.74000129637913,,,,,,PayPal,,,,South,4.0000005446225035,,,,1.9999993869564558,,17,,,,,Subscription
48,0,,,SUBS_4808,,,11.699999742948156,Female,,56.99999946615642,55.91000068486288,,,,,,PayPal,,,,South,9.000000606703923,,,,2.471677156326505e-07,,24,,,,,Subscription
34,0,,,SUBS_815,,,11.1099998257015,Female,,17.000001524571427,59.639998644826996,,,,,,Credit Card,,,,North,7.99999985047562,,,,4.2138266656328137e-07,,47,,,,,Subscription
46,1,,,SUBS_346,,,16.250000288077963,Female,,154.9999998796558,62.49999946334133,,,,,,Debit Card,,,,East,8.999998496603215,,,,4.999999333837408,,56,,,,,Subscription
33,1,,,SUBS_2350,,,9.550001766230785,Female,,315.0000000876094,44.750000814586514,,,,,,Credit Card,,,,East,4.999999249440401,,,,0.9999993631507551,,29,,,,,Subscription
54,1,,,SUBS_363,,,6.579998797479854,Female,,319.00000070189134,60.60999952346084,,,,,,Credit Card,,,,North,8.999999749121539,,,,1.9999990925901772,,50,,,,,Subscription
65,1,,,SUBS_2444,,,11.109999769889919,Male,,329.99999910558864,40.93999910533074,,,,,,Credit Card,,,,South,6.000000234018709,,,,2.999999765091339,,17,,,,,Subscription
43,0,,,SUBS_2266,,,8.900000447401244,Female,,89.00000113786253,59.38000134152007,,,,,,Credit Card,,,,South,9.999998503511877,,,,0.9999986859362496,,31,,,,,Subscription
55,0,,,SUBS_2189,,,15.489999031551214,Male,,114.99999898554955,52.309999301391215,,,,,,Credit Card,,,,South,8.00000020587801,,,,1.9999996793507746,,26,,,,,Subscription
51,0,,,SUBS_3006,,,6.940000797036706,Male,,232.00000117605032,59.439999851230155,,,,,,Credit Card,,,,South,9.000000782437704,,,,0.9999994950964135,,45,,,,,Subscription
39,0,,,SUBS_3282,,,17.36999827629447,Male,,86.99999890479505,53.330000355366955,,,,,,Debit Card,,,,West,7.000001737767031,,,,0.9999985040374418,,36,,,,,Subscription
50,1,,,SUBS_985,,,9.420000707717092,Male,,24.999998637827566,37.35000044359717,,,,,,PayPal,,,,North,3.0000004654488097,,,,1.0000020275999255,,22,,,,,Subscription
22,0,,,SUBS_1640,,,6.749998504208497,Male,,27.999998582293728,49.65000028944916,,,,,,Credit Card,,,,East,6.9999993115875885,,,,1.9999992600174754,,36,,,,,Subscription
32,0,,,SUBS_828,,,14.429997608700202,Male,,88.99999986470775,50.87999892523161,,,,,,PayPal,,,,West,4.9999991169806215,,,,2.000000937479632,,49,,,,,Subscription
23,0,,,SUBS_2731,,,5.630000002396462,Female,,103.99999773343961,39.93000037849339,,,,,,Credit Card,,,,North,,,,,-7.023361966244745e-07,,29,,,,,Subscription
65,1,,,SUBS_3532,,,19.700002071691,Male,,347.99999895353756,59.99000051180642,,,,,,Credit Card,,,,South,7.000000925199315,,,,1.000000214556314,,49,,,,,Subscription
27,1,,,SUBS_4452,,,17.460001562753448,Male,,343.9999990856356,57.74000003665754,,,,,,PayPal,,,,West,6.0000006262319525,,,,2.0000013343144616,,57,,,,,Subscription
43,0,,,SUBS_2936,,,13.69000025623453,Female,,89.00000016710172,64.85999718097148,,,,,,Credit Card,,,,West,10.000000101824071,,,,2.000000286340164,,46,,,,,Subscription
21,1,,,SUBS_3877,,,10.330002413674375,Male,,303.0000010132867,40.82999952296163,,,,,,PayPal,,,,South,6.000000659651436,,,,1.999998752498793,,11,,,,,Subscription
34,1,,,SUBS_127,,,16.940000013751444,Female,,352.999999789565,43.850000614167335,,,,,,Credit Card,,,,South,5.999999705160627,,,,1.000001144626578,,1,,,,,Subscription
65,1,,,SUBS_3178,,,13.410000414029083,Male,,327.00000145001707,46.99999789744357,,,,,,Debit Card,,,,West,7.999999511507464,,,,1.000001028445827,,3,,,,,Subscription
46,1,,,SUBS_3057,,,18.109998738770496,Male,,182.99999852123477,31.219999966906602,,,,,,Debit Card,,,,North,0.9999995263987576,,,,7.282889517403994e-07,,2,,,,,Subscription
